race_date,race_city,race_no,result,horse_name,horse_accessories,horse_age,horse_sex,horse_origin,horse_sire,horse_dam,hors_broodmare_sire,jockey_weight,jockey_name,horse_owner,horse_trainer,horse_race_degree,horse_win_value,horse_psf_rate,horse_psf_rank,Horse_starting_box_no,horse_margin,horse_late_start,horse_rate,race_type,race_sex_group,race_age_group,race_race_group,race_length,race_track_type,race_track_condition,best_rating
2024-01-14,İzmir,5,9,MATRIX,DB SK,5y,m,TORUK MACTO (IRE)- LIGHT BLUE / ALWAYS A CLASSIC (CAN),TORUK MACTO (IRE),LIGHT BLUE,ALWAYS A CLASSIC (CAN),61,MERTCAN AKIN,AHMET HAŞİM AGAR,HALİL DÜLGER,2.33.02,6.95,5,5,6,,,50,Handicap 14,Undefined,4 Years Old and Up,English,2100,Dirt,Good Going,2.12.31
2024-01-14,İzmir,6,1,DAPPER MAN,K,3y,m,MARCAVELLY (USA)- MOHITO / UNACCOUNTED FOR (USA),MARCAVELLY (USA),MOHITO,UNACCOUNTED FOR (USA),58,ÖZCAN YILDIRIM,FERİT SALİH BAYIR,YAŞAR SAZAK,1.43.02,1.05,81,1,1,6 Lengths,,86,Condition-8,Undefined,3 Years Old,English,1600,Dirt,Good Going,1.38.10
2024-01-14,İzmir,6,2,STORMY,KG SK,3y,m,SUPER SAVER (USA)- SİNKIZI / VICTORY GALLOP (CAN),SUPER SAVER (USA),SİNKIZI,VICTORY GALLOP (CAN),58,MUHAMMED MİR BİLGİN,NAFİZ ÇELİK,MEHMET KAYA,1.44.01,13.95,4,4,4,"1,5 Lengths",,78,Condition-8,Undefined,3 Years Old,English,1600,Dirt,Good Going,1.38.10
2024-01-14,İzmir,6,3,YURT BAŞI,DB SK,3y,m,SON OF SUN- BABBAR PATERA / PERFECT STORM,SON OF SUN,BABBAR PATERA,PERFECT STORM,58,MUSTAFA ÇİÇEK,NİHAT DERİN,ALİCAN ÖKSÜZLER,1.44.28,21.85,1,5,6,"4,5 Lengths",,49,Condition-8,Undefined,3 Years Old,English,1600,Dirt,Good Going,1.38.10
2024-01-14,İzmir,6,4,TACHYON,KG K,3y,m,HEMSWORTH (USA)- DANCING COCO (IRE) / MONTJEU (IRE),HEMSWORTH (USA),DANCING COCO (IRE),MONTJEU (IRE),58,MEHMET KAYA,VEDAT LEVİ,TOLGA TEMİZER,1.45.06,6.7,8,2,5,"7,5 Lengths",2 Lengths,59,Condition-8,Undefined,3 Years Old,English,1600,Dirt,Good Going,1.38.10
2024-01-14,İzmir,6,5,VOLPI,DB,3y,m,CEMCEM- EGE GÜZELİ / LION HEART (USA),CEMCEM,EGE GÜZELİ,LION HEART (USA),58,GÖKHAN GÖKÇE,ALİ KÖŞGER,BAŞOL ÖZGÜR,1.46.36,23.0,1,6,3,,,46,Condition-8,Undefined,3 Years Old,English,1600,Dirt,Good Going,1.38.10
2024-01-14,İzmir,6,6,ÇAKIR NECO,SK,3y,m,TRAPPE SHOT (USA)- AUF WIEDERSEHEN / EVOKE (USA),TRAPPE SHOT (USA),AUF WIEDERSEHEN,EVOKE (USA),58,SADETTİN BOYRAZ,FÜSUN KAVRAZLI,HÜSEYİN ÇALIŞKAN,1.46.85,8.85,4,3,2,,,59,Condition-8,Undefined,3 Years Old,English,1600,Dirt,Good Going,1.38.10
2024-01-14,İzmir,7,1,WARDENCLYFFE,DB SK,5y,m,VICTORY GALLOP (CAN)- UNDERCOVER SOLDIER (USA) / LOST SOLDIER (USA),VICTORY GALLOP (CAN),UNDERCOVER SOLDIER (USA),LOST SOLDIER (USA),60,MEHMET KAYA,ÖZGÜR DEMİR,MEHMET KAYA,1.41.24,1.6,50,1,2,"5,5 Lengths",,105,Condition-8,Undefined,4 Years Old and Up,English,1600,Dirt,Good Going,1.38.10
2024-01-14,İzmir,7,2,DRAGON FIRE,DB SK,4y,m,TOROK (IRE)- HAPPY VALENTINE / THEWAYYOUARE (USA),TOROK (IRE),HAPPY VALENTINE,THEWAYYOUARE (USA),58,AKIN SÖZEN,ENGİN ATEŞLER,MEHMET BULUT,1.42.25,2.2,32,2,1,5 Lengths,,97,Condition-8,Undefined,4 Years Old and Up,English,1600,Dirt,Good Going,1.38.10
2024-01-14,İzmir,7,3,GOSPODIN,KG DB SK,6y,m,HAKEEM (USA)- GÜLRA / PERFECT STORM,HAKEEM (USA),GÜLRA,PERFECT STORM,60,MUSTAFA ÇİÇEK,ERAY KOKTAY,SEÇKİN YANIK,1.43.22,13.65,3,4,3,7 Lengths,"2,5 Lengths",78,Condition-8,Undefined,4 Years Old and Up,English,1600,Dirt,Good Going,1.38.10
2024-01-14,İzmir,7,4,LIKE THE STARS,DB SK,6y,m,LION HEART (USA)- BEYOND CLOUDES / EAGLE EYED (USA),LION HEART (USA),BEYOND CLOUDES,EAGLE EYED (USA),60,MUHAMMED MİR BİLGİN,GÜNGÖR AÇİCİ,GÖKHAN ER,1.44.42,7.25,13,3,4,18 Lengths,,94,Condition-8,Undefined,4 Years Old and Up,English,1600,Dirt,Good Going,1.38.10
2024-01-14,İzmir,7,5,OĞLUM FIRAT,,4y,m,PAPA CLEM (USA)- STARBUST / MUJTAHID (USA),PAPA CLEM (USA),STARBUST,MUJTAHID (USA),58,BEKİR MERT MIRIK,MEHMET CAN,MEHMET KARACA,1.47.39,20.2,2,5,5,,,70,Condition-8,Undefined,4 Years Old and Up,English,1600,Dirt,Good Going,1.38.10
2024-01-14,İzmir,8,1,BABA TAMER,KG SK,4y,m,HIZLITAY- ATİKE / DEMİRKIR,HIZLITAY,ATİKE,DEMİRKIR,53,NEVZAT AVCİ,YAĞMUR SARPYALÇIN,MUSTAFA KURDU,1.54.09,2.9,28,1,5,"1,5 Lengths",,61,Handicap 16,Undefined,4 Years Old and Up,Arabian,1600,Dirt,Good Going,1.48.55
2024-01-14,İzmir,8,2,KOZMOS,KG DB,4y,m,ÖZDURAN- MAVERA / YELHAN,ÖZDURAN,MAVERA,YELHAN,56,ALİ YILDIZ,BERRİN DOĞAN,MEHMET GÜDÜCÜ,1.54.33,2.5,23,2,7,4 Lengths,,66,Handicap 16,Undefined,4 Years Old and Up,Arabian,1600,Dirt,Good Going,1.48.55
2024-01-14,İzmir,8,3,HATTUŞA,KG DB SK,6y,m,BİLGİN- ALMİMRUHİYE.27 / ALAZ,BİLGİN,ALMİMRUHİYE.27,ALAZ,53,HÜSEYİN ŞİMŞEK,SEDAT ALTUNKILINÇ,MEHMET YAPAROĞLU,1.55.01,15.9,3,7,8,"1,5 Lengths",,55,Handicap 16,Undefined,4 Years Old and Up,Arabian,1600,Dirt,Good Going,1.48.55
2024-01-14,İzmir,8,4,ÖNDERHAN,DB SKG SK,5y,m,UÇANOĞLU- DURUDOĞA / RİKARDO,UÇANOĞLU,DURUDOĞA,RİKARDO,54,ALİCAN İNCİ,SİNAN ÖZTÜRK,AHMET EMİN AVCI,1.55.24,7.45,13,4,4,11 Lengths,,57,Handicap 16,Undefined,4 Years Old and Up,Arabian,1600,Dirt,Good Going,1.48.55
2024-01-14,İzmir,8,5,ŞİFNE EFESİ,DB SK,8y,m,JOKER- ŞİFNELİ / BEYAZ MARTI,JOKER,ŞİFNELİ,BEYAZ MARTI,58,İBRAHİM SEFA SÖĞÜT,İRFAN BERBEROĞLU,MEHMET AKKUŞ,1.57.13,9.3,9,5,3,,,70,Handicap 16,Undefined,4 Years Old and Up,Arabian,1600,Dirt,Good Going,1.48.55
2024-01-14,İzmir,8,6,YEKSIRA,KG DB SK,7y,m,BİLGİN- CANAYCAN / ARASLI,BİLGİN,CANAYCAN,ARASLI,59,KADİR TOKAÇOĞLU,GÜLER TUZCU,MEHMET KARACA,1.57.30,6.25,14,3,9,,,66,Handicap 16,Undefined,4 Years Old and Up,Arabian,1600,Dirt,Good Going,1.48.55
2024-01-14,İzmir,8,7,ALMAATA KAYA,KG DB SK,5y,m,ALMAATA- KAÇANKAYA / BÖRÜHAN*,ALMAATA,KAÇANKAYA,BÖRÜHAN*,50,SİNAN AKŞIN,MEHMET ÇEVİK,MEHMET KAYA,2.00.38,31.45,3,9,2,,,43,Handicap 16,Undefined,4 Years Old and Up,Arabian,1600,Dirt,Good Going,1.48.55
2024-01-14,İzmir,8,8,BİZİM,KG SK,5y,m,ALMAATA- SENSİN / EVREN.1,ALMAATA,SENSİN,EVREN.1,55,MERT UYAR,HALİL ASLAN,HAKAN ASLAN,2.03.80,19.35,4,6,6,,"1,5 Lengths",65,Handicap 16,Undefined,4 Years Old and Up,Arabian,1600,Dirt,Good Going,1.48.55
2024-01-14,İzmir,8,9,DOĞAN KHAN,KG K DB,5y,m,KAIZBERT (RU)- MELOŞ / MURATAĞA,KAIZBERT (RU),MELOŞ,MURATAĞA,61,KAANCAN GÖKÇE,VAROL ASRIN PALA,FAHRETTİN CEYLAN,2.15.05,18.9,3,8,1,,,74,Handicap 16,Undefined,4 Years Old and Up,Arabian,1600,Dirt,Good Going,1.48.55
2024-01-14,İzmir,9,1,VODA,K DB SKG,4y,f,DERBİŞAH- ALTUN ÇELİK / KAIZBERT (RU),DERBİŞAH,ALTUN ÇELİK,KAIZBERT (RU),58,ALİ YILDIZ,ENDER ÖZÜNÜSEVEN,FAHRETTİN CEYLAN,1.43.52,3.4,22,2,10,1 Lengths,,29,Maiden,Female,4 Years Old,Arabian,1400,Dirt,Good Going,1.32.97
2024-01-14,İzmir,9,2,ÇAKOPİ,KG DB SK,4y,f,SİLAH- KOPÇA / SABURAY,SİLAH,KOPÇA,SABURAY,54,İBRAHİM SEFA SÖĞÜT,MİKAİL ALTIN,MEHMET YAPAROĞLU,1.43.73,2.3,32,1,9,9 Lengths,,33,Maiden,Female,4 Years Old,Arabian,1400,Dirt,Good Going,1.32.97
2024-01-14,İzmir,9,3,DALYA SULTAN,KG DB,4y,f,OYMAKBEYİ- COMOGÖLÜ / NEVZATBEY,OYMAKBEYİ,COMOGÖLÜ,NEVZATBEY,58,MUHAMMED MİR BİLGİN,YUNUS KÜLAHCIOĞLU,CELHAN BATUR,1.45.20,12.85,4,7,8,4 Lengths,,20,Maiden,Female,4 Years Old,Arabian,1400,Dirt,Good Going,1.32.97
2024-01-14,İzmir,9,4,ALTINZADE,DB SK,4y,f,KAIZBERT (RU)- ASYUT / GÜNDÜZBEY,KAIZBERT (RU),ASYUT,GÜNDÜZBEY,58,MEHMET GÖNÜLTAŞ,ORHAN BAŞPINAR,NURETTİN GÖNÜLTAŞ,1.45.88,3.7,15,3,4,"9,5 Lengths",,33,Maiden,Female,4 Years Old,Arabian,1400,Dirt,Good Going,1.32.97
2024-01-14,İzmir,9,5,HASBELKADER,KG DB,4y,f,BİLGİN- TÜLİN / HİSARHAN,BİLGİN,TÜLİN,HİSARHAN,54,DENİZ BUDAK,TEKİN BİRİCİK,TEKİN BİRİCİK,1.47.39,94.85,1,9,1,,,12,Maiden,Female,4 Years Old,Arabian,1400,Dirt,Good Going,1.32.97
2024-01-14,İzmir,9,6,CANKUT,KG DB GKR,4y,f,ENDEREFE- ÇÖL ATEŞİ / BOZDAĞ,ENDEREFE,ÇÖL ATEŞİ,BOZDAĞ,58,ALİCAN İNCİ,HALİL FELHAN,ÜLKÜ AYBOĞA,1.47.41,11.45,7,5,3,,,25,Maiden,Female,4 Years Old,Arabian,1400,Dirt,Good Going,1.32.97
2024-01-14,İzmir,9,7,DAĞBAHARI,KG,4y,f,BAHARŞAH- HIZLISOY / UÇANBEY,BAHARŞAH,HIZLISOY,UÇANBEY,54,BERKAY BÜLBÜL,MEHMET BABADAĞ,AZİZ TEKE,1.49.82,20.1,4,6,2,,20 Lengths,25,Maiden,Female,4 Years Old,Arabian,1400,Dirt,Good Going,1.32.97
2024-01-14,İzmir,9,8,MİSS PLOVDİV,KG K DB,4y,f,TAMERİNOĞLU- ZEHRA HALA / ODİNHAN,TAMERİNOĞLU,ZEHRA HALA,ODİNHAN,55,KAANCAN GÖKÇE,GÜNEŞ KAYNAR,MURAT AKSOY,1.52.32,9.65,10,4,6,,,0,Maiden,Female,4 Years Old,Arabian,1400,Dirt,Good Going,1.32.97
2024-01-14,İzmir,9,9,YARALI KIZ,KG K,4y,f,EMBİR HAN- ASUYEL / UFUKBİR,EMBİR HAN,ASUYEL,UFUKBİR,58,HÜSEYİN ŞİMŞEK,ORÇUN ÜMÜTDAR,OKAN TAŞDEMİR,2.15.04,62.45,1,8,7,,,12,Maiden,Female,4 Years Old,Arabian,1400,Dirt,Good Going,1.32.97
2024-01-15,Bursa,1,1,PIETRA SOLARE,DB SKG SK,3y,f,GENERAL QUARTERS (USA)- MY YARİS / MALİ,GENERAL QUARTERS (USA),MY YARİS,MALİ,55,CEM ALTUN,NESLİHAN CANPOLAT,SERGEN GÖKÇE,1.29.13,95.55,2,9,3,Head,,0,Maiden,Female,3 Years Old,English,1400,Dirt,Good Going,1.24.50
2024-01-15,Bursa,1,2,SOLİ,KG K,3y,f,TOROK (IRE)- AURORA LIGHTS (GB) / FANTASTIC LIGHT (USA),TOROK (IRE),AURORA LIGHTS (GB),FANTASTIC LIGHT (USA),58,MEHMET KAYA,DENİZ YAĞCI,AYŞE YETİŞ,1.29.15,2.9,17,3,8,3 Lengths,,37,Maiden,Female,3 Years Old,English,1400,Dirt,Good Going,1.24.50
2024-01-15,Bursa,1,3,PINEAL CODE,SKG SK,3y,f,APPROVE (IRE)- GÜZEL ECEM / KURTINIADIS (IRE),APPROVE (IRE),GÜZEL ECEM,KURTINIADIS (IRE),58,ALİ YILDIZ,DEMİRHAN YILMAZ,AHMET ÖZGEN,1.29.60,17.85,4,7,2,5 Lengths,,0,Maiden,Female,3 Years Old,English,1400,Dirt,Good Going,1.24.50
2024-01-15,Bursa,1,4,KINALIGIRL,DB,3y,f,TRAPPE SHOT (USA)- ÇAR BRUSK / LION HEART (USA),TRAPPE SHOT (USA),ÇAR BRUSK,LION HEART (USA),58,KADİR TOKAÇOĞLU,NECLA AKBULUT,DAVUT AKBULUT,1.30.37,5.05,11,4,11,1 Lengths,,34,Maiden,Female,3 Years Old,English,1400,Dirt,Good Going,1.24.50
2024-01-15,Bursa,1,5,CASTLE FAIRY,SK,3y,f,TIZWAY (USA)- INFINITELY (GB) / FANTASTIC LIGHT (USA),TIZWAY (USA),INFINITELY (GB),FANTASTIC LIGHT (USA),58,MUSTAFA ÇİÇEK,DENİZ KURTEL,MUHAMMED UĞUR TURAN,1.30.49,2.8,26,1,6,,,0,Maiden,Female,3 Years Old,English,1400,Dirt,Good Going,1.24.50
2024-01-15,Bursa,1,6,QUIET RAIN,K,3y,f,AIR VICE MARSHAL (USA)- BARBIE WIRE (USA) / TAPIT (USA),AIR VICE MARSHAL (USA),BARBIE WIRE (USA),TAPIT (USA),58,TOLGA YILDIZ,SERKAN YILDIZHAN,FERHAT ALTIN,1.30.62,7.45,17,2,4,,,0,Maiden,Female,3 Years Old,English,1400,Dirt,Good Going,1.24.50
2024-01-15,Bursa,1,7,WISH COME TRUE,KG K DB,3y,f,CATAPULT (USA)- SILVER ARROW / MASTERCRAFTSMAN (IRE),CATAPULT (USA),SILVER ARROW,MASTERCRAFTSMAN (IRE),58,MAHMUT TURAN,DENİZ KURTEL,MEHMET DEMİR,1.30.68,2.8,3,1,7,,,34,Maiden,Female,3 Years Old,English,1400,Dirt,Good Going,1.24.50
2024-01-15,Bursa,1,8,LADY KAFKAS,KG SK,3y,f,WIENER WALZER (GER)- GÜLİZ / ROYAL ABJAR (USA),WIENER WALZER (GER),GÜLİZ,ROYAL ABJAR (USA),58,HALİL KAPLAN,MECNUN ALDAĞ,HÜSEYİN ÇALIŞKAN,1.31.03,13.4,1,10,5,,,0,Maiden,Female,3 Years Old,English,1400,Dirt,Good Going,1.24.50
2024-01-15,Bursa,1,9,BORN WITH GRACE,KG K DB,3y,f,BLUEGRASS CAT (USA)- HELLO SUGAR (USA) / CEES TIZZY (USA),BLUEGRASS CAT (USA),HELLO SUGAR (USA),CEES TIZZY (USA),58,OĞUZ EREN,NİMET ARİF KURTEL,MEHMET DEMİR,1.33.15,16.15,7,6,12,,,38,Maiden,Female,3 Years Old,English,1400,Dirt,Good Going,1.24.50
2024-01-15,Bursa,1,10,İSKENDERUNLU SUAT,KG DB SK,3y,f,BULDUM BAK- SUATIN KIZI / WEST BY WEST (USA),BULDUM BAK,SUATIN KIZI,WEST BY WEST (USA),58,ÇETİN OK,DİLEK BURAN,SABRİ ARSLAN,1.33.20,117.15,1,11,10,,,12,Maiden,Female,3 Years Old,English,1400,Dirt,Good Going,1.24.50
2024-01-15,Bursa,1,11,SNOW QUEEN,K,3y,f,JUNGLE MAN- CRESSIDA / MENDIP (USA),JUNGLE MAN,CRESSIDA,MENDIP (USA),56,YUNUS EMRE YÜKSEL,HÜSEYİN CAN,CİHAN YİĞİT,1.33.33,22.25,2,8,9,,,22,Maiden,Female,3 Years Old,English,1400,Dirt,Good Going,1.24.50
2024-01-15,Bursa,1,12,KARIŞMA SEN,KG K DB,3y,f,TOROK (IRE)- DETTİN / COMMON GROUNDS (GB),TOROK (IRE),DETTİN,COMMON GROUNDS (GB),58,NEVZAT AVCİ,ALİM CEMAL KURA,DILŞA KAYA,1.33.87,19.85,9,5,1,,10 Lengths,26,Maiden,Female,3 Years Old,English,1400,Dirt,Good Going,1.24.50
2024-01-15,Bursa,2,1,BERCA TORUNU,SKG SK,5y,f,BERKCAN- HEYCAN BİR / SERDARHAN,BERKCAN,HEYCAN BİR,SERDARHAN,57,MAHMUT BAĞ,RAMAZAN BAĞ,EKREM ÇİLEK,2.18.57,10.3,7,6,6,"2,5 Lengths",,35,Condition 4,Female,4 Years Old and Up,Arabian,1900,Dirt,Good Going,2.11.51
2024-01-15,Bursa,2,2,SANAY,SKG SK,10y,f,ÖZGÜNHAN- MENCULE.52 / SEKLAVİ.37,ÖZGÜNHAN,MENCULE.52,SEKLAVİ.37,56,ENES ÜSTÜN,ABDULLAH KAYA,BURHAN ATAY,2.18.95,7.15,15,3,4,Nose,,66,Condition 4,Female,4 Years Old and Up,Arabian,1900,Dirt,Good Going,2.11.51
2024-01-15,Bursa,2,3,SAKLIKIZ,KG SK,6y,f,TAMERİNOĞLU- TUĞBASULTAN / FOÇALI,TAMERİNOĞLU,TUĞBASULTAN,FOÇALI,59,ENES BOZDAĞ,SEZAİ TURAN,RANA SUNA,2.18.97,6.55,18,2,3,Half Lengths,,58,Condition 4,Female,4 Years Old and Up,Arabian,1900,Dirt,Good Going,2.11.51
2024-01-15,Bursa,2,4,BALMELDA,KG DB SK,6y,f,BALIKHAN- MELDA KIZ / MAGRİP,BALIKHAN,MELDA KIZ,MAGRİP,59,HALİT GÖKÇE,FATMA NİLGÜN KUTLU,MELİH MEHMET İNAL,2.19.05,1.7,40,1,1,2 Lengths,,69,Condition 4,Female,4 Years Old and Up,Arabian,1900,Dirt,Good Going,2.11.51
2024-01-15,Bursa,2,5,HAVZALI,KG DB SK,7y,f,ÖZHABER- NURHANIM / BAMKA.3,ÖZHABER,NURHANIM,BAMKA.3,56,SEZER ÇELİK,RECEP KETME,DILŞA KAYA,2.19.41,3.4,11,4,5,,"1,5 Lengths",65,Condition 4,Female,4 Years Old and Up,Arabian,1900,Dirt,Good Going,2.11.51
2024-01-15,Bursa,2,6,AKŞAM MELTEMİ,DB SKG SK,5y,f,ALTINÇEKİÇ- SEÇGÜL / ARASLI,ALTINÇEKİÇ,SEÇGÜL,ARASLI,56,ADEM CEYLAN,FETHİ KARATAŞ,FERDİ KIRAN,2.19.84,13.9,8,5,2,,,52,Condition 4,Female,4 Years Old and Up,Arabian,1900,Dirt,Good Going,2.11.51
2024-01-15,Bursa,3,1,HERAKLION,KG K,3y,f,LION HEART (USA)- HEROIKA / SEA HERO (USA),LION HEART (USA),HEROIKA,SEA HERO (USA),53,MUHAMMED MİR BİLGİN,ALİ LEVENT DİLMAÇ,İBRAHİM ÇAK,1.59.23,14.05,5,3,1,Half Lengths,,31,Condition 3,Undefined,3 Years Old,English,1800,Dirt,Good Going,1.53.11
2024-01-15,Bursa,3,2,ERIDANUS,KG SK,3y,m,TIZWAY (USA)- FIELD OF CLOVER (USA) / BLUEGRASS CAT (USA),TIZWAY (USA),FIELD OF CLOVER (USA),BLUEGRASS CAT (USA),56,SELİM İPEK,NİMET ARİF KURTEL,MEHMET DEMİR,1.59.34,1.05,8,1,4,4 Lengths,,37,Condition 3,Undefined,3 Years Old,English,1800,Dirt,Good Going,1.53.11
2024-01-15,Bursa,3,3,MY REVERIE,KG K DB,3y,f,BLUEGRASS CAT (USA)- LEGALLY INCLUDED (USA) / INCLUDE (USA),BLUEGRASS CAT (USA),LEGALLY INCLUDED (USA),INCLUDE (USA),56,TUGAY ALICI,NİMET ARİF KURTEL,MUHAMMED UĞUR TURAN,1.59.92,1.05,69,1,2,5 Lengths,,47,Condition 3,Undefined,3 Years Old,English,1800,Dirt,Good Going,1.53.11
2024-01-15,Bursa,3,4,LAKE OF LIFE,KG DB SK,3y,f,KING OF TRAKYA- KLUBNİKA / JOHNY GUITAR,KING OF TRAKYA,KLUBNİKA,JOHNY GUITAR,53,ONUR YILDIZ,NAİF ÇİZİK,AMİNE KURT,2.00.85,31.4,2,5,6,6 Lengths,1 Lengths,30,Condition 3,Undefined,3 Years Old,English,1800,Dirt,Good Going,1.53.11
2024-01-15,Bursa,3,5,LEYLOŞ HANIM,KG DB SK,3y,f,BARUDİ- SAVIOR ANGEL / POWERSCOURT (GB),BARUDİ,SAVIOR ANGEL,POWERSCOURT (GB),58,HALİL KAPLAN,ALİ ÜMİT TEZEL,YASEMİN KARAKÜÇÜK,2.01.90,10.0,10,2,3,,"2,5 Lengths",41,Condition 3,Undefined,3 Years Old,English,1800,Dirt,Good Going,1.53.11
2024-01-15,Bursa,3,6,NİRANIN KIZI,SKG SK,3y,f,AUTHORIZED (IRE)- LAYD LION / KANEKO,AUTHORIZED (IRE),LAYD LION,KANEKO,56,MAHMUT TURAN,RECEP KETME,DILŞA KAYA,2.09.40,24.1,5,4,5,,,40,Condition 3,Undefined,3 Years Old,English,1800,Dirt,Good Going,1.53.11
2024-01-15,Bursa,4,1,MITTELMEER,KG K,5y,m,TOROK (IRE)- ROYA / MOUNTAIN CAT (USA),TOROK (IRE),ROYA,MOUNTAIN CAT (USA),57,ONUR YILDIZ,MEHMET NABİ DEMİRKOL,KAZIM ŞENGEL,1.56.37,5.35,12,3,11,"4,5 Lengths",,70,Handicap 17,Undefined,4 Years Old and Up,English,1800,Dirt,Good Going,1.53.11
2024-01-15,Bursa,4,2,GRAND MISSION,KG DB,5y,m,JIMMY CREED (USA)- FINANCIAL CRISIS (USA) / BROKEN VOW (USA),JIMMY CREED (USA),FINANCIAL CRISIS (USA),BROKEN VOW (USA),58,ERTUĞRUL CANKILIÇ,DENİZ KURTEL,BATUHAN AY,1.57.14,13.95,8,7,2,1 Lengths,,77,Handicap 17,Undefined,4 Years Old and Up,English,1800,Dirt,Good Going,1.53.11
2024-01-15,Bursa,4,3,CLYMORE,DB SKG SK YP,4y,m,CRIMEAN TATAR- MANA / LION HEART (USA),CRIMEAN TATAR,MANA,LION HEART (USA),53,MUHAMMED MİR BİLGİN,TOLGA KARTAL,FERDİ KIRAN,1.57.27,3.75,18,1,3,Head,,66,Handicap 17,Undefined,4 Years Old and Up,English,1800,Dirt,Good Going,1.53.11
2024-01-15,Bursa,4,4,ZİSİNO,DB SKG SK,4y,f,WIN RIVER WIN (USA)- NESRİN SULTAN / STRIKE THE GOLD (USA),WIN RIVER WIN (USA),NESRİN SULTAN,STRIKE THE GOLD (USA),55,TOLGA YILDIZ,GAMZE YAZICI,MURAT ESİN,1.57.30,8.15,11,4,4,1 Lengths,,69,Handicap 17,Undefined,4 Years Old and Up,English,1800,Dirt,Good Going,1.53.11
2024-01-15,Bursa,4,5,MAXBUENO,SK,7y,m,MAXIOS (GB)- RAISONABLE (USA) / EL PRADO (IRE),MAXIOS (GB),RAISONABLE (USA),EL PRADO (IRE),57,KADİR TOKAÇOĞLU,BAŞAK UYSAL,EYLEM GÜN GÜNEŞ,1.57.45,9.6,11,5,5,,,70,Handicap 17,Undefined,4 Years Old and Up,English,1800,Dirt,Good Going,1.53.11
2024-01-15,Bursa,4,6,KING AREL,K DB,6y,m,LION HEART (USA)- MAJESTIC LASS / STRIKE THE GOLD (USA),LION HEART (USA),MAJESTIC LASS,STRIKE THE GOLD (USA),60,SEZER ÇELİK,İBRAHİM TAMER,MEHMET ÖCAL,1.57.50,3.55,16,2,9,,,81,Handicap 17,Undefined,4 Years Old and Up,English,1800,Dirt,Good Going,1.53.11
2024-01-15,Bursa,4,7,KAPTAN CEM,KG K DB,6y,m,OĞLUMEMRE- ÖZENKIZ / MOUNTAIN CAT (USA),OĞLUMEMRE,ÖZENKIZ,MOUNTAIN CAT (USA),51,EREN KADİRLER,DİLEK BURAN,SABRİ ARSLAN,1.57.79,28.1,3,11,8,,,60,Handicap 17,Undefined,4 Years Old and Up,English,1800,Dirt,Good Going,1.53.11
2024-01-15,Bursa,4,8,RUN FOR HAPPINESS,KG DB SK,5y,m,HAKEEM (USA)- WILLPOWER / VICTORY GALLOP (CAN),HAKEEM (USA),WILLPOWER,VICTORY GALLOP (CAN),60,NEVZAT AVCİ,AYLA KOZAN,GÜRCAN TURAN,1.57.87,16.8,5,8,6,,,75,Handicap 17,Undefined,4 Years Old and Up,English,1800,Dirt,Good Going,1.53.11
2024-01-15,Bursa,4,9,KARA AKREP,KG,5y,m,PAPA CLEM (USA)- HOLY WOMEN / POWERSCOURT (GB),PAPA CLEM (USA),HOLY WOMEN,POWERSCOURT (GB),60,AKIN SÖZEN,ERAY HAZAR,FERDİ KIRAN,1.58.50,9.55,9,6,1,,,75,Handicap 17,Undefined,4 Years Old and Up,English,1800,Dirt,Good Going,1.53.11
2024-01-15,Bursa,4,10,LIGNIN ENERGY,KG K DB,6y,f,RED GIANT (USA)- THUNDER WOLF / NATIVE PROCIDA,RED GIANT (USA),THUNDER WOLF,NATIVE PROCIDA,52,ALİ YILDIZ,METİN SİVRİ,ALİ RIZA AYDIN,1.58.99,15.65,3,10,7,,,60,Handicap 17,Undefined,4 Years Old and Up,English,1800,Dirt,Good Going,1.53.11
2024-01-15,Bursa,4,11,SPEED HANNER,DB SKG SK,4y,m,SPEEDY WOLF- MAGIC TAYLOR / ALWAYS A CLASSIC (CAN),SPEEDY WOLF,MAGIC TAYLOR,ALWAYS A CLASSIC (CAN),58,GÖKHAN GÖKÇE,FİRDES KARAÖRS,MUSTAFA ATAL,1.59.37,22.85,5,9,10,,,75,Handicap 17,Undefined,4 Years Old and Up,English,1800,Dirt,Good Going,1.53.11
2024-01-15,Bursa,5,1,CANOĞLUCAN,KG DB SK,6y,m,HIZLITAY- TANEMCAN / KIRIMHAN,HIZLITAY,TANEMCAN,KIRIMHAN,61,MUSTAFA ÇİÇEK,MUHARREM CAN,DURAN TEKELİ,1.37.38,2.65,26,1,10,4 Lengths,,81,Condition 3,Undefined,4 Years Old and Up,Arabian,1400,Dirt,Good Going,1.33.63
2024-01-15,Bursa,5,2,GÜROBASI,DB SKG SK,5y,m,AYABAKAN- KIZILGÜNEŞ / TAMERİNOĞLU,AYABAKAN,KIZILGÜNEŞ,TAMERİNOĞLU,55,ALİ MEHDİ ALTIN,TEKİN BİRİCİK,TEKİN BİRİCİK,1.38.08,4.95,13,4,3,3 Lengths,,76,Condition 3,Undefined,4 Years Old and Up,Arabian,1400,Dirt,Good Going,1.33.63
